game_id,team_name,team_KD,win
155760,ZETA DIVISION,0.8,0
155762,Gen.G,0.61,0
155763,Team Secret,1.07,0
155764,Team Secret,0.94,0
155765,ZETA DIVISION,0.64,0
155766,ZETA DIVISION,0.69,0
155768,T1,0.96,0
155769,T1,0.87,0
155771,DRX,0.83,0
155772,DRX,0.91,0
155774,Paper Rex,0.71,0
155775,Gen.G,0.75,0
155776,Paper Rex,0.87,0
155777,Paper Rex,0.63,0
156072,FUT Esports,0.95,0
156073,FUT Esports,0.98,0
156075,GIANTX,0.98,0
156076,Karmine Corp,0.93,0
156077,GIANTX,0.59,0
156078,Karmine Corp,0.63,0
156079,Karmine Corp,0.59,0
156081,GIANTX,0.78,0
156082,FUT Esports,0.89,0
156083,GIANTX,0.64,0
156084,FUT Esports,0.85,0
156085,Karmine Corp,0.64,0
156086,FUT Esports,0.9,0
156087,Natus Vincere,0.96,0
156088,BBL Esports,0.73,0
156089,BBL Esports,0.73,0
156090,KOI,0.91,0
156091,KOI,0.94,0
156093,Team Liquid,0.82,0
156094,Team Liquid,0.83,0
156096,BBL Esports,0.76,0
156097,BBL Esports,0.87,0
156099,Team Liquid,0.87,0
156100,KOI,0.94,0
156101,Team Liquid,1.01,0
156102,Gentle Mates,0.92,0
156103,Gentle Mates,0.75,0
156108,Team Vitality,0.93,0
156109,Team Vitality,0.58,0
156114,Team Vitality,0.75,0
156115,Gentle Mates,0.93,0
156116,Gentle Mates,0.92,0
160715,LOUD,0.78,0
160716,LOUD,0.56,0
160717,Sentinels,0.88,0
160718,LOUD,0.72,0
160719,Evil Geniuses,0.74,0
160720,Evil Geniuses,0.62,0
160721,NRG Esports,0.82,0
160722,Sentinels,0.84,0
160723,NRG Esports,0.7,0
160724,Sentinels,0.84,0
160725,LOUD,0.89,0
160735,Natus Vincere,0.99,0
160736,Natus Vincere,0.6,0
160738,FNATIC,0.95,0
160739,FNATIC,0.83,0
160741,Karmine Corp,0.87,0
160742,Team Heretics,0.72,0
160743,Team Heretics,0.7,0
160744,Team Heretics,0.68,0
161388,KOI,0.59,0
161389,KOI,0.77,0
161391,KOI,0.85,0
161392,KOI,0.76,0
161394,Team Vitality,0.78,0
161395,Team Vitality,1.04,0
161397,MIBR,0.83,0
161398,MIBR,0.72,0
161400,G2 Esports,0.89,0
161401,MIBR,0.98,0
161402,G2 Esports,0.83,0
161403,G2 Esports,0.82,0
161404,Sentinels,0.74,0
161405,Sentinels,1.04,0
162326,FunPlus Phoenix,0.89,0
162327,FunPlus Phoenix,0.87,0
162329,LOUD,1.09,0
162330,Gen.G,0.75,0
162331,LOUD,0.76,0
162332,EDward Gaming,0.83,0
162333,Paper Rex,0.94,0
162334,Paper Rex,0.74,0
162335,Team Heretics,0.88,0
162336,Sentinels,0.65,0
162337,Team Heretics,0.9,0
162338,LOUD,0.72,0
162339,Sentinels,0.79,0
162340,LOUD,1.21,0
162341,Paper Rex,0.86,0
162342,Paper Rex,0.84,0
162344,Sentinels,0.92,0
162345,Gen.G,0.79,0
162346,Sentinels,0.57,0
162347,Sentinels,0.95,0
162348,Gen.G,0.99,0
162349,Sentinels,0.9,0
162350,Gen.G,0.82,0
162351,Gen.G,0.76,0
162352,LOUD,0.96,0
162353,Paper Rex,0.78,0
162354,Paper Rex,0.68,0
162355,Sentinels,0.68,0
162356,Paper Rex,0.58,0
162358,Gen.G,0.75,0
162359,EDward Gaming,0.72,0
162360,EDward Gaming,0.71,0
162361,Karmine Corp,0.68,0
162362,Karmine Corp,0.84,0
162364,Team Heretics,0.93,0
162365,Paper Rex,0.8,0
162366,Team Heretics,0.75,0
162367,FunPlus Phoenix,0.62,0
162368,FunPlus Phoenix,0.9,0
162370,Karmine Corp,0.89,0
162371,Paper Rex,0.79,0
162372,Karmine Corp,1.02,0
162373,EDward Gaming,0.63,0
162374,EDward Gaming,0.54,0
163149,Global Esports,0.52,0
163150,ZETA DIVISION,0.98,0
163151,Global Esports,0.88,0
163152,Team Secret,0.81,0
163153,Team Secret,0.83,0
163155,Talon Esports,0.79,0
163156,BLEED,0.79,0
163157,BLEED,0.72,0
163158,T1,0.88,0
163159,T1,0.89,0
163161,Team Secret,0.87,0
163162,Rex Regum Qeon,0.77,0
163163,Team Secret,1.03,0
163164,Global Esports,0.84,0
163165,Global Esports,0.81,0
163167,Talon Esports,0.79,0
163168,Talon Esports,0.82,0
163170,T1,0.84,0
163171,DetonatioN FocusMe,0.82,0
163172,T1,0.89,0
163173,Paper Rex,1.15,0
163174,Gen.G,0.91,0
163175,Gen.G,0.72,0
163176,DRX,0.97,0
163177,T1,0.57,0
163178,T1,0.62,0
163179,ZETA DIVISION,0.85,0
163180,Team Secret,0.65,0
163181,ZETA DIVISION,0.89,0
163182,BLEED,0.58,0
163183,BLEED,0.72,0
163185,DetonatioN FocusMe,0.8,0
163186,DetonatioN FocusMe,0.81,0
163188,Talon Esports,0.66,0
163189,Global Esports,0.92,0
163190,Global Esports,0.78,0
163191,Rex Regum Qeon,0.64,0
163192,Rex Regum Qeon,0.87,0
163194,BLEED,0.88,0
163195,ZETA DIVISION,0.77,0
163196,BLEED,0.87,0
163197,Gen.G,0.83,0
163198,DRX,0.9,0
163199,Gen.G,0.71,0
163200,BLEED,0.99,0
163201,DetonatioN FocusMe,0.86,0
163202,DetonatioN FocusMe,0.57,0
163203,Rex Regum Qeon,0.75,0
163204,Rex Regum Qeon,0.88,0
163206,Paper Rex,0.8,0
163207,Paper Rex,0.78,0
163209,T1,0.99,0
163210,T1,0.86,0
163212,ZETA DIVISION,0.74,0
163213,ZETA DIVISION,0.95,0
163215,DetonatioN FocusMe,0.76,0
163216,Team Secret,0.94,0
163217,DetonatioN FocusMe,0.49,0
163218,Global Esports,0.68,0
163219,Global Esports,0.84,0
163221,BLEED,0.72,0
163222,BLEED,0.72,0
163224,Global Esports,1.01,0
163225,DetonatioN FocusMe,0.73,0
163226,DetonatioN FocusMe,0.83,0
163227,T1,1.04,0
163228,ZETA DIVISION,0.88,0
163229,ZETA DIVISION,0.94,0
163230,Talon Esports,0.93,0
163231,Team Secret,0.86,0
163232,Team Secret,0.86,0
163233,BLEED,0.95,0
163234,BLEED,0.62,0
163236,Rex Regum Qeon,0.67,0
163237,Gen.G,0.85,0
163238,Gen.G,0.85,0
163239,ZETA DIVISION,0.47,0
163240,DRX,0.93,0
163241,ZETA DIVISION,0.66,0
163242,Team Secret,0.89,0
163243,BLEED,0.89,0
163244,BLEED,0.72,0
163245,T1,0.98,0
163246,Gen.G,0.63,0
163247,T1,0.97,0
163248,Talon Esports,0.6,0
163249,Talon Esports,0.84,0
163251,DetonatioN FocusMe,0.77,0
163252,DetonatioN FocusMe,0.91,0
163254,Global Esports,0.84,0
163255,Global Esports,0.84,0
163257,Rex Regum Qeon,0.95,0
163258,Talon Esports,0.88,0
163259,Rex Regum Qeon,0.92,0
163261,Paper Rex,0.93,0
163262,DRX,0.67,0
163263,BLEED,0.84,0
163264,BLEED,0.83,0
163266,DetonatioN FocusMe,0.85,0
163267,ZETA DIVISION,0.89,0
163268,ZETA DIVISION,0.85,0
163269,DRX,0.75,0
163270,DRX,0.93,0
163272,Team Secret,0.85,0
163273,T1,0.81,0
163274,T1,1.0,0
163275,DetonatioN FocusMe,0.7,0
163276,DetonatioN FocusMe,0.92,0
163278,ZETA DIVISION,0.79,0
163279,ZETA DIVISION,0.97,0
163281,T1,1.04,0
163282,Global Esports,0.8,0
163283,Global Esports,0.72,0
163284,BLEED,0.77,0
163285,Gen.G,0.92,0
163286,BLEED,0.87,0
163287,DetonatioN FocusMe,0.63,0
163288,DetonatioN FocusMe,0.9,0
163290,DRX,0.86,0
163291,Talon Esports,0.99,0
163292,Talon Esports,0.83,0
163293,Rex Regum Qeon,0.95,0
163294,Paper Rex,0.85,0
163295,Rex Regum Qeon,0.94,0
163296,Global Esports,0.36,0
163297,Global Esports,0.7,0
163299,DetonatioN FocusMe,0.93,0
163300,DRX,0.72,0
163302,Talon Esports,0.71,0
163303,ZETA DIVISION,0.84,0
163304,Talon Esports,0.78,0
163305,Gen.G,0.73,0
163306,Team Secret,0.79,0
163307,Gen.G,0.9,0
163308,Paper Rex,0.88,0
163309,ZETA DIVISION,0.63,0
163310,ZETA DIVISION,0.68,0
163311,BLEED,0.85,0
163312,T1,0.94,0
163313,BLEED,0.9,0
163351,Cloud9,0.74,0
163352,LEVIATÁN,0.77,0
163353,LEVIATÁN,1.03,0
163354,LOUD,1.02,0
163355,LOUD,0.61,0
163357,Evil Geniuses,0.85,0
163358,Evil Geniuses,0.56,0
163360,100 Thieves,0.9,0
163361,100 Thieves,0.73,0
163363,FURIA,0.87,0
163364,KRÜ Esports,1.04,0
163365,FURIA,0.63,0
163366,G2 Esports,0.96,0
163367,G2 Esports,0.8,0
163369,Sentinels,0.82,0
163370,Sentinels,0.9,0
163372,MIBR,0.73,0
163373,MIBR,0.87,0
163375,FURIA,0.55,0
163376,FURIA,0.86,0
163378,Cloud9,0.83,0
163379,Evil Geniuses,0.72,0
163380,Evil Geniuses,0.61,0
163381,MIBR,0.55,0
163382,MIBR,0.69,0
163384,Cloud9,1.05,0
163385,LOUD,0.65,0
163386,LOUD,0.85,0
163387,Evil Geniuses,0.69,0
163388,Evil Geniuses,0.76,0
163390,NRG Esports,0.58,0
163391,NRG Esports,0.6,0
163393,FURIA,0.57,0
163394,FURIA,0.51,0
163396,Cloud9,0.71,0
163397,Cloud9,0.59,0
163399,Evil Geniuses,0.95,0
163400,Sentinels,0.89,0
163401,Sentinels,0.95,0
163402,MIBR,0.92,0
163403,MIBR,0.46,0
163405,G2 Esports,0.71,0
163406,LEVIATÁN,0.88,0
163407,G2 Esports,0.73,0
163408,LOUD,0.85,0
163409,LOUD,0.78,0
163411,MIBR,0.88,0
163412,MIBR,0.66,0
163414,Sentinels,0.72,0
163415,Sentinels,0.88,0
163417,Cloud9,0.63,0
163418,FURIA,0.6,0
163419,FURIA,0.8,0
163420,NRG Esports,0.72,0
163421,Evil Geniuses,0.94,0
163422,NRG Esports,0.83,0
163423,100 Thieves,0.79,0
163424,KRÜ Esports,0.81,0
163425,100 Thieves,0.89,0
163426,FURIA,0.86,0
163427,FURIA,0.77,0
163429,NRG Esports,0.72,0
163430,NRG Esports,0.67,0
163432,KRÜ Esports,0.68,0
163433,LEVIATÁN,0.94,0
163434,KRÜ Esports,1.01,0
163435,MIBR,0.86,0
163436,MIBR,0.79,0
163438,G2 Esports,0.88,0
163439,G2 Esports,0.62,0
163448,LOUD,0.88,0
164091,GIANTX,0.64,0
164092,GIANTX,0.9,0
164094,KOI,0.83,0
164095,KOI,0.82,0
164097,Team Vitality,1.01,0
164098,Team Vitality,0.68,0
164100,FNATIC,0.68,0
164101,FNATIC,1.04,0
164103,Team Liquid,0.76,0
164104,Team Liquid,0.9,0
164106,BBL Esports,0.83,0
164107,BBL Esports,0.93,0
164109,FUT Esports,0.95,0
164110,Karmine Corp,0.73,0
164111,Karmine Corp,0.78,0
164112,Team Heretics,0.96,0
164113,Team Vitality,0.93,0
164114,Team Heretics,0.81,0
164115,Natus Vincere,0.86,0
164116,Team Liquid,0.95,0
164117,Team Liquid,0.74,0
164118,KOI,0.68,0
164119,KOI,0.69,0
164121,GIANTX,0.69,0
164122,FNATIC,0.61,0
164123,GIANTX,0.67,0
164124,Gentle Mates,0.7,0
164125,Gentle Mates,0.71,0
164127,Gentle Mates,0.65,0
164128,Gentle Mates,0.56,0
164130,Natus Vincere,0.84,0
164131,Karmine Corp,0.88,0
164132,Karmine Corp,0.84,0
164133,Team Heretics,0.74,0
164134,Team Heretics,0.85,0
164136,Team Vitality,0.79,0
164137,FUT Esports,0.9,0
164138,FUT Esports,0.83,0
164139,Team Liquid,0.98,0
164140,GIANTX,0.82,0
164141,GIANTX,0.91,0
164142,KOI,0.94,0
164143,KOI,0.64,0
164145,Team Liquid,0.51,0
164146,Team Liquid,0.78,0
164148,Team Vitality,0.72,0
164149,Team Vitality,0.74,0
164151,FNATIC,0.78,0
164152,FNATIC,1.05,0
164154,BBL Esports,0.76,0
164155,Natus Vincere,0.85,0
164156,Natus Vincere,0.95,0
164157,Team Vitality,0.95,0
164158,GIANTX,0.68,0
164159,GIANTX,0.75,0
164160,KOI,0.77,0
164161,Karmine Corp,0.86,0
164162,KOI,0.88,0
164163,BBL Esports,0.78,0
164164,BBL Esports,0.91,0
164166,Karmine Corp,0.98,0
164167,Team Heretics,0.54,0
164168,Karmine Corp,0.83,0
164169,Team Vitality,0.6,0
164170,KOI,0.87,0
164171,Team Vitality,0.58,0
164172,Natus Vincere,0.69,0
164173,FNATIC,0.96,0
164174,FNATIC,0.59,0
164175,Gentle Mates,0.76,0
164176,Gentle Mates,0.54,0
164178,BBL Esports,0.8,0
164179,BBL Esports,0.64,0
167267,Team Secret,0.83,0
167268,Team Secret,0.89,0
167272,Talon Esports,0.85,0
167273,Gen.G,0.87,0
167274,T1,0.74,0
167275,Gen.G,0.93,0
167276,DRX,0.74,0
167277,Paper Rex,0.94,0
167278,DRX,0.69,0
167279,Gen.G,0.94,0
167280,DRX,0.89,0
167281,DRX,0.81,0
167282,T1,0.66,0
167283,T1,0.68,0
167285,T1,0.47,0
167286,T1,1.03,0
167287,T1,0.93,0
167290,Paper Rex,0.9,0
167291,Gen.G,0.9,0
167292,Gen.G,0.94,0
167293,Paper Rex,0.88,0
167294,Gen.G,0.71,0
168972,Cloud9,0.82,0
168973,Cloud9,0.82,0
168975,LOUD,0.83,0
168976,LOUD,0.56,0
168978,KRÜ Esports,0.71,0
168979,KRÜ Esports,0.77,0
168981,LEVIATÁN,0.66,0
168982,100 Thieves,0.9,0
168983,LEVIATÁN,0.84,0
168984,G2 Esports,0.61,0
168985,100 Thieves,1.01,0
168986,G2 Esports,0.96,0
168987,G2 Esports,0.98,0
168988,G2 Esports,0.68,0
168989,G2 Esports,0.83,0
168992,LEVIATÁN,0.78,0
168993,KRÜ Esports,0.97,0
168994,KRÜ Esports,0.73,0
168995,G2 Esports,0.9,0
168996,LEVIATÁN,0.94,0
168997,G2 Esports,1.01,0
168998,LEVIATÁN,0.96,0
168999,LEVIATÁN,1.07,0
169325,Paper Rex,0.89,0
169368,Team Liquid,1.0,0
169369,Natus Vincere,0.94,0
169370,Karmine Corp,0.81,0
169371,FUT Esports,0.99,0
169372,FNATIC,0.97,0
169373,FNATIC,0.86,0
169374,Karmine Corp,0.66,0
169375,FNATIC,1.18,0
169376,FNATIC,1.03,0
169377,Team Liquid,0.8,0
169378,Natus Vincere,0.91,0
169380,Karmine Corp,0.77,0
169382,FUT Esports,0.91,0
169384,FNATIC,0.63,0
169386,FNATIC,0.94,0
169387,Team Heretics,0.79,0
169388,Team Heretics,0.61,0
169389,Team Heretics,0.76,0
169390,Karmine Corp,0.95,0
169392,FUT Esports,0.75,0
169393,FUT Esports,1.01,0
169394,FUT Esports,0.92,0
173346,KOI,0.78,0
173347,FUT Esports,0.87,0
173348,KOI,0.84,0
173349,BBL Esports,0.89,0
173350,FNATIC,0.9,0
173351,BBL Esports,0.89,0
173352,Natus Vincere,0.61,0
173353,Natus Vincere,0.65,0
173355,Team Liquid,0.81,0
173356,Team Liquid,0.96,0
173358,GIANTX,0.45,0
173359,Gentle Mates,0.97,0
173360,Gentle Mates,0.91,0
173361,Natus Vincere,1.1,0
173362,Natus Vincere,0.72,0
173364,BBL Esports,0.77,0
173365,BBL Esports,0.67,0
173367,Team Vitality,0.74,0
173368,FNATIC,0.66,0
173369,Team Vitality,0.69,0
173370,FUT Esports,0.93,0
173371,FUT Esports,0.71,0
173373,Team Liquid,0.83,0
173374,Team Liquid,0.75,0
173376,Natus Vincere,0.74,0
173377,Natus Vincere,0.84,0
173379,KOI,0.94,0
173380,KOI,1.01,0
173382,Karmine Corp,0.62,0
173383,Karmine Corp,0.85,0
173385,GIANTX,0.88,0
173386,Team Heretics,0.91,0
173387,GIANTX,1.01,0
173388,Gentle Mates,0.82,0
173389,Gentle Mates,0.66,0
173391,Natus Vincere,1.06,0
173392,Natus Vincere,0.73,0
173394,Karmine Corp,0.86,0
173395,Karmine Corp,0.54,0
173397,BBL Esports,0.8,0
173398,Team Vitality,0.81,0
173399,BBL Esports,0.99,0
173400,Gentle Mates,0.77,0
173401,Team Heretics,0.94,0
173402,Gentle Mates,0.64,0
173403,GIANTX,0.59,0
173404,GIANTX,0.8,0
173406,Team Heretics,0.82,0
173407,KOI,0.92,0
173408,KOI,0.95,0
173409,Team Liquid,0.49,0
173410,Team Liquid,0.78,0
173412,Gentle Mates,0.92,0
173413,Natus Vincere,0.78,0
173414,Gentle Mates,0.89,0
173415,MIBR,0.99,0
173416,MIBR,0.74,0
173418,NRG Esports,0.72,0
173419,NRG Esports,0.8,0
173421,100 Thieves,0.92,0
173422,100 Thieves,0.96,0
173424,Evil Geniuses,0.73,0
173425,LOUD,0.85,0
173426,LOUD,1.12,0
173427,Cloud9,0.96,0
173428,G2 Esports,0.8,0
173429,Cloud9,0.82,0
173430,FURIA,0.58,0
173431,FURIA,0.65,0
173433,KRÜ Esports,0.91,0
173434,KRÜ Esports,0.97,0
173436,MIBR,0.67,0
173437,LOUD,0.84,0
173438,MIBR,0.9,0
173439,100 Thieves,0.85,0
173440,100 Thieves,0.69,0
173442,NRG Esports,0.7,0
173443,NRG Esports,0.88,0
173445,Cloud9,0.68,0
173446,Cloud9,0.83,0
173448,Evil Geniuses,0.53,0
173449,Evil Geniuses,0.91,0
173451,FURIA,0.89,0
173452,LOUD,0.93,0
173453,LOUD,0.75,0
173454,MIBR,0.64,0
173455,MIBR,0.69,0
173457,NRG Esports,1.04,0
173458,KRÜ Esports,0.8,0
173459,KRÜ Esports,0.84,0
173460,G2 Esports,0.59,0
173461,KRÜ Esports,1.02,0
173462,KRÜ Esports,0.81,0
173463,LOUD,0.78,0
173464,LOUD,0.7,0
173466,MIBR,0.84,0
173467,MIBR,0.77,0
173469,Cloud9,0.64,0
173470,NRG Esports,0.89,0
173471,NRG Esports,1.01,0
173472,Evil Geniuses,0.9,0
173473,100 Thieves,0.95,0
173474,Evil Geniuses,0.74,0
173475,Cloud9,0.64,0
173476,Cloud9,0.88,0
173478,Evil Geniuses,1.0,0
173479,Evil Geniuses,0.51,0
173481,FURIA,0.75,0
173482,FURIA,0.68,0
173484,LOUD,0.39,0
173485,100 Thieves,0.87,0
173486,100 Thieves,0.85,0
173487,Sentinels,0.64,0
173488,Sentinels,0.95,0
173490,GIANTX,0.59,0
173491,GIANTX,0.68,0
173493,Karmine Corp,0.71,0
173494,Team Vitality,0.85,0
173495,Karmine Corp,0.98,0
176169,Rex Regum Qeon,0.79,0
176170,Rex Regum Qeon,0.95,0
176172,Team Secret,1.04,0
176173,Team Secret,0.92,0
176175,Paper Rex,0.84,0
176176,Paper Rex,0.56,0
176178,Talon Esports,0.97,0
176179,Talon Esports,0.67,0
176181,DRX,0.78,0
176182,Gen.G,0.86,0
176183,DRX,0.57,0
176184,Gen.G,0.85,0
176185,DRX,0.83,0
176186,DRX,0.91,0
176187,DRX,0.63,0
176189,Talon Esports,0.51,0
176190,Talon Esports,0.68,0
176192,DRX,0.81,0
176193,DRX,0.8,0
176194,Paper Rex,0.89,0
176195,Paper Rex,0.95,0
176196,Paper Rex,0.83,0
178343,DetonatioN FocusMe,0.61,0
178819,Cloud9,0.79,0
178820,KRÜ Esports,0.99,0
178821,Cloud9,0.66,0
178822,Sentinels,0.82,0
178823,Sentinels,0.98,0
178825,KRÜ Esports,0.48,0
178826,KRÜ Esports,0.5,0
178828,100 Thieves,0.66,0
178829,100 Thieves,0.88,0
178831,LEVIATÁN,0.99,0
178832,LEVIATÁN,0.93,0
178834,G2 Esports,0.76,0
178835,G2 Esports,0.88,0
178836,LEVIATÁN,0.91,0
178837,G2 Esports,0.46,0
178839,KRÜ Esports,0.85,0
178840,100 Thieves,0.88,0
178841,100 Thieves,1.01,0
178842,KRÜ Esports,0.49,0
178843,LEVIATÁN,0.97,0
178844,LEVIATÁN,0.78,0
178845,KRÜ Esports,0.82,0
178846,KRÜ Esports,0.8,0
178847,Team Vitality,0.91,0
178848,Natus Vincere,0.61,0
178849,Natus Vincere,0.8,0
178850,FNATIC,0.81,0
178851,Karmine Corp,0.94,0
178852,Karmine Corp,0.82,0
178853,Team Vitality,0.94,0
178854,Team Heretics,0.88,0
178855,Team Heretics,1.0,0
178856,FUT Esports,1.02,0
178857,FUT Esports,0.69,0
178859,Team Vitality,0.86,0
178860,Team Vitality,0.79,0
178862,Team Vitality,0.71,0
178863,FNATIC,0.94,0
178864,Team Vitality,0.9,0
178865,Team Vitality,0.56,0
178867,FUT Esports,0.85,0
178868,FUT Esports,0.99,0
178870,Team Vitality,0.79,0
178871,Team Heretics,0.7,0
178872,Team Heretics,0.55,0
178873,Team Heretics,0.9,0
180354,Bilibili Gaming,0.95,0
180355,Bilibili Gaming,0.62,0
180357,DRX,0.52,0
180358,KRÜ Esports,0.78,0
180359,KRÜ Esports,0.7,0
180360,FNATIC,0.89,0
180361,FNATIC,0.86,0
180363,Bilibili Gaming,0.7,0
180364,Bilibili Gaming,0.65,0
180366,FNATIC,1.04,0
180367,KRÜ Esports,0.82,0
180368,KRÜ Esports,0.81,0
180369,Sentinels,0.77,0
180370,Sentinels,0.75,0
180372,FunPlus Phoenix,0.99,0
180373,Team Heretics,0.92,0
180374,FunPlus Phoenix,1.01,0
180375,Team Heretics,0.99,0
180376,Gen.G,0.92,0
180377,Gen.G,0.9,0
180378,FunPlus Phoenix,0.84,0
180379,FunPlus Phoenix,0.63,0
180381,Gen.G,0.86,0
180382,Gen.G,0.7,0
180384,Talon Esports,1.11,0
180385,Talon Esports,0.76,0
180387,Team Vitality,0.85,0
180388,Trace Esports,0.76,0
180389,Team Vitality,0.73,0
180390,LEVIATÁN,0.91,0
180391,Trace Esports,0.8,0
180392,LEVIATÁN,0.74,0
180393,Talon Esports,0.74,0
180394,Talon Esports,0.84,0
180396,Team Vitality,1.03,0
180397,Team Vitality,0.69,0
180399,FUT Esports,0.96,0
180400,FUT Esports,0.89,0
180402,Paper Rex,0.87,0
180403,Paper Rex,0.83,0
180405,G2 Esports,0.77,0
180406,EDward Gaming,0.97,0
180407,EDward Gaming,0.99,0
180408,FUT Esports,1.02,0
180409,FUT Esports,0.72,0
180411,EDward Gaming,0.76,0
180412,Paper Rex,0.77,0
180413,Paper Rex,0.64,0
180414,DRX,0.96,0
180415,DRX,0.84,0
180417,Trace Esports,0.75,0
180418,Trace Esports,0.95,0
180420,G2 Esports,0.97,0
180421,G2 Esports,0.63,0
180423,FNATIC,0.56,0
180424,FNATIC,1.06,0
180426,EDward Gaming,0.88,0
180427,Sentinels,1.03,0
180428,Sentinels,0.81,0
180429,Team Heretics,1.01,0
180430,Team Heretics,0.88,0
180432,EDward Gaming,0.95,0
180433,LEVIATÁN,0.74,0
180435,EDward Gaming,0.81,0
180436,Team Heretics,0.57,0
180437,Team Heretics,0.82,0
180438,EDward Gaming,0.95,0
180439,Team Heretics,0.72,0
180440,Trace Esports,0.58,0
180441,Trace Esports,0.88,0
180443,G2 Esports,0.56,0
180444,G2 Esports,0.81,0
180446,Team Heretics,0.72,0
180447,DRX,0.7,0
180448,DRX,0.83,0
180449,FNATIC,1.02,0
180450,Sentinels,0.74,0
180451,FNATIC,0.77,0
180452,Team Heretics,0.71,0
180453,Sentinels,0.81,0
180454,Sentinels,0.71,0
180455,LEVIATÁN,0.77,0
180456,LEVIATÁN,0.92,0
180457,Team Heretics,0.82,0
180458,LEVIATÁN,0.59,0
182971,LEVIATÁN,0.94,0
